indicator_id,claim_id,indicator_type,severity,detected_date,pattern_description,investigation_status
FRD-001218,CLM-2026-005188,Witness Inconsistency,HIGH,2024-08-16,Witness statements contain conflicting information,CLOSED
FRD-001219,CLM-2026-005188,Multiple Claims Short Period,MEDIUM,2024-09-08,Claimant filed 8 claims within 71 days,CLOSED
FRD-001220,CLM-2026-005196,Inconsistent Documentation,MEDIUM,2025-06-22,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001221,CLM-2026-005197,Suspicious Timing,MEDIUM,2025-04-14,Claim filed 4 days after policy inception/modification,CLOSED
FRD-001222,CLM-2026-005200,Excessive Claim Amount,HIGH,2025-01-05,"Claim amount $1,570.01 exceeds typical range by 146%",CLOSED
FRD-001223,CLM-2026-005200,Phantom Damage,HIGH,2025-01-02,Claimed damage not consistent with incident type,CLOSED
FRD-001224,CLM-2026-005208,Multiple Claims Short Period,CRITICAL,2025-05-10,Claimant filed 8 claims within 40 days,OPEN
FRD-001225,CLM-2026-005216,Staged Accident Pattern,CRITICAL,2024-01-20,Incident characteristics match known staged accident patterns,CLOSED
FRD-001226,CLM-2026-005218,Multiple Claims Short Period,CRITICAL,2024-04-12,Claimant filed 8 claims within 34 days,OPEN
FRD-001227,CLM-2026-005222,Witness Inconsistency,MEDIUM,2024-09-15,Witness statements contain conflicting information,CLOSED
FRD-001228,CLM-2026-005222,Staged Accident Pattern,LOW,2024-09-01,Incident characteristics match known staged accident patterns,CLOSED
FRD-001229,CLM-2026-005248,Excessive Claim Amount,HIGH,2023-09-08,"Claim amount $4,330.02 exceeds typical range by 85%",OPEN
FRD-001230,CLM-2026-005248,Inconsistent Documentation,HIGH,2023-08-27,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001231,CLM-2026-005248,Suspicious Timing,MEDIUM,2023-08-24,Claim filed 1 days after policy inception/modification,CONFIRMED
FRD-001232,CLM-2026-005260,Excessive Claim Amount,MEDIUM,2024-10-28,"Claim amount $10,345.86 exceeds typical range by 182%",CLOSED
FRD-001233,CLM-2026-005260,Suspicious Timing,LOW,2024-11-23,Claim filed 4 days after policy inception/modification,OPEN
FRD-001234,CLM-2026-005260,Previous Fraud History,MEDIUM,2024-11-15,Claimant has 1 previous fraud flags on record,OPEN
FRD-001235,CLM-2026-005262,Excessive Claim Amount,MEDIUM,2024-05-21,"Claim amount $23,961.98 exceeds typical range by 117%",OPEN
FRD-001236,CLM-2026-005262,Multiple Claims Short Period,MEDIUM,2024-05-15,Claimant filed 4 claims within 43 days,CONFIRMED
FRD-001237,CLM-2026-005262,Policyholder Collusion,HIGH,2024-06-01,Evidence suggests coordination between parties,CONFIRMED
FRD-001238,CLM-2026-005267,Medical Bill Padding,MEDIUM,2024-03-15,Medical bills inflated by estimated 93%,OPEN
FRD-001239,CLM-2026-005267,Medical Bill Padding,HIGH,2024-03-20,Medical bills inflated by estimated 33%,OPEN
FRD-001240,CLM-2026-005267,Policyholder Collusion,MEDIUM,2024-03-07,Evidence suggests coordination between parties,CLOSED
FRD-001241,CLM-2026-005273,Witness Inconsistency,MEDIUM,2024-08-20,Witness statements contain conflicting information,CLOSED
FRD-001242,CLM-2026-005273,Multiple Claims Short Period,MEDIUM,2024-09-03,Claimant filed 4 claims within 44 days,CONFIRMED
FRD-001243,CLM-2026-005277,Policyholder Collusion,LOW,2025-06-26,Evidence suggests coordination between parties,CLOSED
FRD-001244,CLM-2026-005277,Previous Fraud History,LOW,2025-07-04,Claimant has 3 previous fraud flags on record,CLOSED
FRD-001245,CLM-2026-005277,Excessive Claim Amount,MEDIUM,2025-07-15,"Claim amount $8,732.90 exceeds typical range by 69%",CONFIRMED
FRD-001246,CLM-2026-005288,Medical Bill Padding,MEDIUM,2025-09-09,Medical bills inflated by estimated 61%,OPEN
FRD-001247,CLM-2026-005302,Phantom Damage,MEDIUM,2023-06-05,Claimed damage not consistent with incident type,CONFIRMED
FRD-001248,CLM-2026-005302,Phantom Damage,HIGH,2023-06-24,Claimed damage not consistent with incident type,OPEN
FRD-001249,CLM-2026-005302,Staged Accident Pattern,HIGH,2023-06-07,Incident characteristics match known staged accident patterns,OPEN
FRD-001250,CLM-2026-005316,Previous Fraud History,LOW,2023-05-21,Claimant has 3 previous fraud flags on record,OPEN
FRD-001251,CLM-2026-005316,Multiple Claims Short Period,LOW,2023-05-18,Claimant filed 4 claims within 43 days,OPEN
FRD-001252,CLM-2026-005318,Multiple Claims Short Period,HIGH,2024-03-01,Claimant filed 7 claims within 78 days,CLOSED
FRD-001253,CLM-2026-005318,Policyholder Collusion,HIGH,2024-03-14,Evidence suggests coordination between parties,CONFIRMED
FRD-001254,CLM-2026-005322,Phantom Damage,MEDIUM,2024-03-17,Claimed damage not consistent with incident type,CLOSED
FRD-001255,CLM-2026-005322,Staged Accident Pattern,CRITICAL,2024-03-29,Incident characteristics match known staged accident patterns,CLOSED
FRD-001256,CLM-2026-005348,Policyholder Collusion,HIGH,2025-04-07,Evidence suggests coordination between parties,CONFIRMED
FRD-001257,CLM-2026-005348,Multiple Claims Short Period,HIGH,2025-03-27,Claimant filed 3 claims within 49 days,CLOSED
FRD-001258,CLM-2026-005352,Multiple Claims Short Period,MEDIUM,2025-01-26,Claimant filed 6 claims within 32 days,CONFIRMED
FRD-001259,CLM-2026-005352,Previous Fraud History,MEDIUM,2025-02-02,Claimant has 1 previous fraud flags on record,OPEN
FRD-001260,CLM-2026-005369,Inconsistent Documentation,MEDIUM,2023-11-04,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001261,CLM-2026-005369,Phantom Damage,LOW,2023-11-06,Claimed damage not consistent with incident type,CONFIRMED
FRD-001262,CLM-2026-005375,Multiple Claims Short Period,MEDIUM,2025-10-16,Claimant filed 8 claims within 84 days,CLOSED
FRD-001263,CLM-2026-005375,Excessive Claim Amount,HIGH,2025-11-04,"Claim amount $13,762.24 exceeds typical range by 110%",CLOSED
FRD-001264,CLM-2026-005380,Witness Inconsistency,MEDIUM,2024-06-16,Witness statements contain conflicting information,CONFIRMED
FRD-001265,CLM-2026-005380,Suspicious Timing,MEDIUM,2024-06-12,Claim filed 1 days after policy inception/modification,CONFIRMED
FRD-001266,CLM-2026-005380,Policyholder Collusion,HIGH,2024-06-25,Evidence suggests coordination between parties,OPEN
FRD-001267,CLM-2026-005404,Witness Inconsistency,CRITICAL,2023-12-27,Witness statements contain conflicting information,CLOSED
FRD-001268,CLM-2026-005408,Phantom Damage,HIGH,2023-07-09,Claimed damage not consistent with incident type,CLOSED
FRD-001269,CLM-2026-005408,Phantom Damage,CRITICAL,2023-06-30,Claimed damage not consistent with incident type,OPEN
FRD-001270,CLM-2026-005408,Suspicious Timing,MEDIUM,2023-07-18,Claim filed 1 days after policy inception/modification,CLOSED
FRD-001271,CLM-2026-005411,Suspicious Timing,MEDIUM,2023-12-17,Claim filed 4 days after policy inception/modification,OPEN
FRD-001272,CLM-2026-005413,Phantom Damage,HIGH,2023-06-07,Claimed damage not consistent with incident type,OPEN
FRD-001273,CLM-2026-005418,Excessive Claim Amount,HIGH,2025-10-19,"Claim amount $29,946.41 exceeds typical range by 157%",OPEN
FRD-001274,CLM-2026-005418,Inconsistent Documentation,HIGH,2025-10-17,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001275,CLM-2026-005457,Excessive Claim Amount,CRITICAL,2023-11-28,"Claim amount $42,824.23 exceeds typical range by 58%",CLOSED
FRD-001276,CLM-2026-005457,Phantom Damage,HIGH,2023-12-01,Claimed damage not consistent with incident type,CLOSED
FRD-001277,CLM-2026-005457,Excessive Claim Amount,CRITICAL,2023-11-25,"Claim amount $42,824.23 exceeds typical range by 136%",OPEN
FRD-001278,CLM-2026-005462,Medical Bill Padding,HIGH,2023-11-09,Medical bills inflated by estimated 67%,OPEN
FRD-001279,CLM-2026-005462,Inconsistent Documentation,CRITICAL,2023-11-05,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001280,CLM-2026-005470,Medical Bill Padding,CRITICAL,2023-07-24,Medical bills inflated by estimated 65%,OPEN
FRD-001281,CLM-2026-005470,Medical Bill Padding,HIGH,2023-08-03,Medical bills inflated by estimated 95%,OPEN
FRD-001282,CLM-2026-005470,Witness Inconsistency,MEDIUM,2023-07-29,Witness statements contain conflicting information,CLOSED
FRD-001283,CLM-2026-005473,Suspicious Timing,MEDIUM,2023-12-06,Claim filed 1 days after policy inception/modification,OPEN
FRD-001284,CLM-2026-005473,Inconsistent Documentation,HIGH,2023-11-26,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001285,CLM-2026-005473,Phantom Damage,CRITICAL,2023-12-09,Claimed damage not consistent with incident type,CLOSED
FRD-001286,CLM-2026-005479,Multiple Claims Short Period,CRITICAL,2024-09-11,Claimant filed 6 claims within 83 days,CLOSED
FRD-001287,CLM-2026-005489,Phantom Damage,MEDIUM,2023-04-01,Claimed damage not consistent with incident type,CLOSED
FRD-001288,CLM-2026-005489,Excessive Claim Amount,HIGH,2023-03-29,"Claim amount $35,611.75 exceeds typical range by 79%",OPEN
FRD-001289,CLM-2026-005497,Previous Fraud History,CRITICAL,2024-11-24,Claimant has 3 previous fraud flags on record,CLOSED
FRD-001290,CLM-2026-005497,Phantom Damage,MEDIUM,2024-12-11,Claimed damage not consistent with incident type,OPEN
FRD-001291,CLM-2026-005498,Staged Accident Pattern,MEDIUM,2023-06-07,Incident characteristics match known staged accident patterns,CLOSED
FRD-001292,CLM-2026-005504,Phantom Damage,MEDIUM,2024-10-02,Claimed damage not consistent with incident type,OPEN
FRD-001293,CLM-2026-005516,Multiple Claims Short Period,HIGH,2023-05-16,Claimant filed 6 claims within 74 days,CLOSED
FRD-001294,CLM-2026-005520,Previous Fraud History,HIGH,2024-08-15,Claimant has 3 previous fraud flags on record,CLOSED
FRD-001295,CLM-2026-005530,Medical Bill Padding,CRITICAL,2023-12-22,Medical bills inflated by estimated 83%,OPEN
FRD-001296,CLM-2026-005530,Witness Inconsistency,HIGH,2024-01-03,Witness statements contain conflicting information,OPEN
FRD-001297,CLM-2026-005530,Medical Bill Padding,MEDIUM,2023-12-28,Medical bills inflated by estimated 33%,OPEN
FRD-001298,CLM-2026-005534,Multiple Claims Short Period,MEDIUM,2024-11-08,Claimant filed 7 claims within 79 days,CLOSED
FRD-001299,CLM-2026-005534,Previous Fraud History,HIGH,2024-10-26,Claimant has 3 previous fraud flags on record,OPEN
FRD-001300,CLM-2026-005553,Staged Accident Pattern,CRITICAL,2025-07-21,Incident characteristics match known staged accident patterns,CLOSED
FRD-001301,CLM-2026-005553,Inconsistent Documentation,LOW,2025-07-24,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001302,CLM-2026-005554,Phantom Damage,MEDIUM,2024-01-19,Claimed damage not consistent with incident type,CONFIRMED
FRD-001303,CLM-2026-005554,Witness Inconsistency,MEDIUM,2024-01-31,Witness statements contain conflicting information,CLOSED
FRD-001304,CLM-2026-005558,Multiple Claims Short Period,HIGH,2023-07-14,Claimant filed 3 claims within 78 days,OPEN
FRD-001305,CLM-2026-005577,Multiple Claims Short Period,HIGH,2023-08-11,Claimant filed 4 claims within 70 days,CLOSED
FRD-001306,CLM-2026-005577,Inconsistent Documentation,MEDIUM,2023-08-21,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001307,CLM-2026-005581,Multiple Claims Short Period,HIGH,2023-06-24,Claimant filed 3 claims within 77 days,OPEN
FRD-001308,CLM-2026-005581,Policyholder Collusion,MEDIUM,2023-06-13,Evidence suggests coordination between parties,OPEN
FRD-001309,CLM-2026-005583,Policyholder Collusion,CRITICAL,2025-01-01,Evidence suggests coordination between parties,OPEN
FRD-001310,CLM-2026-005583,Previous Fraud History,CRITICAL,2025-01-07,Claimant has 1 previous fraud flags on record,OPEN
FRD-001311,CLM-2026-005587,Phantom Damage,MEDIUM,2023-08-26,Claimed damage not consistent with incident type,CLOSED
FRD-001312,CLM-2026-005587,Medical Bill Padding,LOW,2023-08-24,Medical bills inflated by estimated 40%,OPEN
FRD-001313,CLM-2026-005603,Policyholder Collusion,MEDIUM,2023-10-26,Evidence suggests coordination between parties,CLOSED
FRD-001314,CLM-2026-005603,Staged Accident Pattern,HIGH,2023-10-26,Incident characteristics match known staged accident patterns,OPEN
FRD-001315,CLM-2026-005610,Policyholder Collusion,MEDIUM,2024-04-22,Evidence suggests coordination between parties,CONFIRMED
FRD-001316,CLM-2026-005610,Staged Accident Pattern,CRITICAL,2024-04-25,Incident characteristics match known staged accident patterns,CLOSED
FRD-001317,CLM-2026-005617,Inconsistent Documentation,LOW,2024-04-09,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001318,CLM-2026-005617,Multiple Claims Short Period,LOW,2024-04-09,Claimant filed 6 claims within 61 days,CLOSED
FRD-001319,CLM-2026-005619,Multiple Claims Short Period,MEDIUM,2025-08-02,Claimant filed 5 claims within 37 days,OPEN
FRD-001320,CLM-2026-005619,Inconsistent Documentation,MEDIUM,2025-07-13,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001321,CLM-2026-005628,Suspicious Timing,LOW,2023-04-09,Claim filed 5 days after policy inception/modification,OPEN
FRD-001322,CLM-2026-005629,Excessive Claim Amount,MEDIUM,2023-07-08,"Claim amount $69,033.70 exceeds typical range by 98%",OPEN
FRD-001323,CLM-2026-005629,Medical Bill Padding,MEDIUM,2023-07-05,Medical bills inflated by estimated 58%,CONFIRMED
FRD-001324,CLM-2026-005636,Previous Fraud History,CRITICAL,2025-12-23,Claimant has 2 previous fraud flags on record,CLOSED
FRD-001325,CLM-2026-005636,Staged Accident Pattern,LOW,2025-12-24,Incident characteristics match known staged accident patterns,OPEN
FRD-001326,CLM-2026-005639,Policyholder Collusion,CRITICAL,2024-12-12,Evidence suggests coordination between parties,CONFIRMED
FRD-001327,CLM-2026-005639,Medical Bill Padding,CRITICAL,2024-12-08,Medical bills inflated by estimated 41%,OPEN
FRD-001328,CLM-2026-005639,Inconsistent Documentation,LOW,2024-12-14,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001329,CLM-2026-005642,Medical Bill Padding,MEDIUM,2025-04-05,Medical bills inflated by estimated 80%,CLOSED
FRD-001330,CLM-2026-005642,Suspicious Timing,CRITICAL,2025-04-19,Claim filed 5 days after policy inception/modification,OPEN
FRD-001331,CLM-2026-005642,Inconsistent Documentation,HIGH,2025-04-08,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001332,CLM-2026-005647,Excessive Claim Amount,LOW,2025-06-21,"Claim amount $14,696.36 exceeds typical range by 161%",CONFIRMED
FRD-001333,CLM-2026-005647,Suspicious Timing,MEDIUM,2025-06-15,Claim filed 5 days after policy inception/modification,CONFIRMED
FRD-001334,CLM-2026-005689,Staged Accident Pattern,MEDIUM,2023-05-28,Incident characteristics match known staged accident patterns,OPEN
FRD-001335,CLM-2026-005698,Phantom Damage,MEDIUM,2025-10-12,Claimed damage not consistent with incident type,CLOSED
FRD-001336,CLM-2026-005698,Previous Fraud History,MEDIUM,2025-10-05,Claimant has 1 previous fraud flags on record,CLOSED
FRD-001337,CLM-2026-005712,Phantom Damage,HIGH,2024-08-06,Claimed damage not consistent with incident type,CONFIRMED
FRD-001338,CLM-2026-005712,Inconsistent Documentation,MEDIUM,2024-08-28,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001339,CLM-2026-005712,Staged Accident Pattern,CRITICAL,2024-08-19,Incident characteristics match known staged accident patterns,CLOSED
FRD-001340,CLM-2026-005717,Phantom Damage,LOW,2023-04-17,Claimed damage not consistent with incident type,CLOSED
FRD-001341,CLM-2026-005717,Previous Fraud History,HIGH,2023-04-06,Claimant has 1 previous fraud flags on record,OPEN
FRD-001342,CLM-2026-005720,Multiple Claims Short Period,MEDIUM,2024-01-18,Claimant filed 5 claims within 47 days,CLOSED
FRD-001343,CLM-2026-005720,Policyholder Collusion,LOW,2024-01-10,Evidence suggests coordination between parties,CLOSED
FRD-001344,CLM-2026-005720,Multiple Claims Short Period,LOW,2024-01-15,Claimant filed 4 claims within 80 days,CONFIRMED
FRD-001345,CLM-2026-005728,Staged Accident Pattern,HIGH,2023-04-16,Incident characteristics match known staged accident patterns,OPEN
FRD-001346,CLM-2026-005728,Policyholder Collusion,LOW,2023-04-20,Evidence suggests coordination between parties,OPEN
FRD-001347,CLM-2026-005743,Previous Fraud History,HIGH,2023-10-03,Claimant has 3 previous fraud flags on record,CLOSED
FRD-001348,CLM-2026-005743,Inconsistent Documentation,HIGH,2023-10-09,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001349,CLM-2026-005747,Previous Fraud History,MEDIUM,2025-01-04,Claimant has 3 previous fraud flags on record,OPEN
FRD-001350,CLM-2026-005747,Medical Bill Padding,LOW,2025-01-16,Medical bills inflated by estimated 90%,OPEN
FRD-001351,CLM-2026-005747,Policyholder Collusion,HIGH,2025-01-25,Evidence suggests coordination between parties,CONFIRMED
FRD-001352,CLM-2026-005749,Witness Inconsistency,CRITICAL,2024-02-19,Witness statements contain conflicting information,OPEN
FRD-001353,CLM-2026-005776,Inconsistent Documentation,HIGH,2024-07-31,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001354,CLM-2026-005776,Previous Fraud History,LOW,2024-08-14,Claimant has 2 previous fraud flags on record,CONFIRMED
FRD-001355,CLM-2026-005776,Phantom Damage,HIGH,2024-07-21,Claimed damage not consistent with incident type,CLOSED
FRD-001356,CLM-2026-005800,Policyholder Collusion,LOW,2024-12-10,Evidence suggests coordination between parties,CONFIRMED
FRD-001357,CLM-2026-005800,Multiple Claims Short Period,LOW,2024-11-30,Claimant filed 3 claims within 49 days,CLOSED
FRD-001358,CLM-2026-005810,Inconsistent Documentation,MEDIUM,2025-07-01,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001359,CLM-2026-005811,Phantom Damage,MEDIUM,2023-06-04,Claimed damage not consistent with incident type,OPEN
FRD-001360,CLM-2026-005811,Staged Accident Pattern,MEDIUM,2023-05-24,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001361,CLM-2026-005811,Inconsistent Documentation,MEDIUM,2023-05-25,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001362,CLM-2026-005815,Policyholder Collusion,MEDIUM,2024-06-04,Evidence suggests coordination between parties,OPEN
FRD-001363,CLM-2026-005815,Policyholder Collusion,MEDIUM,2024-05-10,Evidence suggests coordination between parties,OPEN
FRD-001364,CLM-2026-005815,Witness Inconsistency,LOW,2024-05-18,Witness statements contain conflicting information,OPEN
FRD-001365,CLM-2026-005818,Multiple Claims Short Period,HIGH,2024-06-08,Claimant filed 5 claims within 56 days,CONFIRMED
FRD-001366,CLM-2026-005818,Suspicious Timing,LOW,2024-05-29,Claim filed 4 days after policy inception/modification,CLOSED
FRD-001367,CLM-2026-005841,Medical Bill Padding,MEDIUM,2024-05-08,Medical bills inflated by estimated 68%,CLOSED
FRD-001368,CLM-2026-005841,Policyholder Collusion,CRITICAL,2024-04-18,Evidence suggests coordination between parties,CONFIRMED
FRD-001369,CLM-2026-005843,Phantom Damage,CRITICAL,2024-11-20,Claimed damage not consistent with incident type,CLOSED
FRD-001370,CLM-2026-005843,Staged Accident Pattern,MEDIUM,2024-11-01,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001371,CLM-2026-005852,Suspicious Timing,HIGH,2023-05-14,Claim filed 4 days after policy inception/modification,CONFIRMED
FRD-001372,CLM-2026-005852,Phantom Damage,MEDIUM,2023-04-29,Claimed damage not consistent with incident type,CLOSED
FRD-001373,CLM-2026-005875,Excessive Claim Amount,LOW,2023-02-15,"Claim amount $85,032.15 exceeds typical range by 59%",OPEN
FRD-001374,CLM-2026-005875,Inconsistent Documentation,HIGH,2023-02-05,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001375,CLM-2026-005875,Phantom Damage,LOW,2023-02-17,Claimed damage not consistent with incident type,CONFIRMED
FRD-001376,CLM-2026-005878,Excessive Claim Amount,MEDIUM,2025-08-20,"Claim amount $11,360.22 exceeds typical range by 70%",CONFIRMED
FRD-001377,CLM-2026-005878,Previous Fraud History,HIGH,2025-08-24,Claimant has 2 previous fraud flags on record,CLOSED
FRD-001378,CLM-2026-005878,Phantom Damage,MEDIUM,2025-09-13,Claimed damage not consistent with incident type,CLOSED
FRD-001379,CLM-2026-005885,Inconsistent Documentation,HIGH,2023-08-04,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001380,CLM-2026-005885,Staged Accident Pattern,MEDIUM,2023-08-15,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001381,CLM-2026-005885,Suspicious Timing,LOW,2023-08-05,Claim filed 3 days after policy inception/modification,CLOSED
FRD-001382,CLM-2026-005886,Medical Bill Padding,CRITICAL,2023-02-18,Medical bills inflated by estimated 90%,OPEN
FRD-001383,CLM-2026-005886,Suspicious Timing,MEDIUM,2023-03-12,Claim filed 4 days after policy inception/modification,OPEN
FRD-001384,CLM-2026-005886,Witness Inconsistency,HIGH,2023-03-07,Witness statements contain conflicting information,CONFIRMED
FRD-001385,CLM-2026-005917,Staged Accident Pattern,MEDIUM,2025-05-29,Incident characteristics match known staged accident patterns,OPEN
FRD-001386,CLM-2026-005927,Policyholder Collusion,CRITICAL,2025-06-11,Evidence suggests coordination between parties,CONFIRMED
FRD-001387,CLM-2026-005927,Previous Fraud History,LOW,2025-06-30,Claimant has 1 previous fraud flags on record,CONFIRMED
FRD-001388,CLM-2026-005927,Excessive Claim Amount,LOW,2025-06-16,"Claim amount $7,618.47 exceeds typical range by 105%",CONFIRMED
FRD-001389,CLM-2026-005932,Witness Inconsistency,MEDIUM,2024-03-27,Witness statements contain conflicting information,CLOSED
FRD-001390,CLM-2026-005932,Suspicious Timing,MEDIUM,2024-03-30,Claim filed 2 days after policy inception/modification,OPEN
FRD-001391,CLM-2026-005932,Medical Bill Padding,MEDIUM,2024-03-26,Medical bills inflated by estimated 30%,CONFIRMED
FRD-001392,CLM-2026-005933,Inconsistent Documentation,CRITICAL,2024-07-26,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001393,CLM-2026-005933,Multiple Claims Short Period,CRITICAL,2024-08-01,Claimant filed 7 claims within 44 days,CLOSED
FRD-001394,CLM-2026-005933,Witness Inconsistency,HIGH,2024-07-24,Witness statements contain conflicting information,OPEN
FRD-001395,CLM-2026-005938,Witness Inconsistency,HIGH,2025-01-19,Witness statements contain conflicting information,OPEN
FRD-001396,CLM-2026-005938,Staged Accident Pattern,HIGH,2025-01-26,Incident characteristics match known staged accident patterns,OPEN
FRD-001397,CLM-2026-005938,Policyholder Collusion,HIGH,2025-02-07,Evidence suggests coordination between parties,OPEN
FRD-001398,CLM-2026-005946,Staged Accident Pattern,CRITICAL,2025-08-18,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001399,CLM-2026-005957,Witness Inconsistency,HIGH,2025-03-08,Witness statements contain conflicting information,CLOSED
FRD-001400,CLM-2026-005963,Multiple Claims Short Period,MEDIUM,2023-05-27,Claimant filed 5 claims within 81 days,CLOSED
FRD-001401,CLM-2026-005963,Medical Bill Padding,HIGH,2023-05-16,Medical bills inflated by estimated 63%,CONFIRMED
FRD-001402,CLM-2026-005963,Excessive Claim Amount,CRITICAL,2023-05-23,"Claim amount $36,592.82 exceeds typical range by 143%",CLOSED
FRD-001403,CLM-2026-005978,Excessive Claim Amount,HIGH,2025-05-01,"Claim amount $1,862.06 exceeds typical range by 68%",OPEN
FRD-001404,CLM-2026-005978,Medical Bill Padding,HIGH,2025-05-15,Medical bills inflated by estimated 65%,OPEN
FRD-001405,CLM-2026-005979,Previous Fraud History,MEDIUM,2025-01-13,Claimant has 3 previous fraud flags on record,OPEN
FRD-001406,CLM-2026-005979,Previous Fraud History,HIGH,2025-01-13,Claimant has 3 previous fraud flags on record,OPEN
FRD-001407,CLM-2026-005979,Policyholder Collusion,CRITICAL,2025-01-09,Evidence suggests coordination between parties,OPEN
FRD-001408,CLM-2026-005982,Multiple Claims Short Period,MEDIUM,2024-04-21,Claimant filed 5 claims within 53 days,OPEN
FRD-001409,CLM-2026-005982,Suspicious Timing,MEDIUM,2024-04-20,Claim filed 3 days after policy inception/modification,CONFIRMED
FRD-001410,CLM-2026-005982,Inconsistent Documentation,HIGH,2024-03-26,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001411,CLM-2026-005989,Staged Accident Pattern,MEDIUM,2025-07-24,Incident characteristics match known staged accident patterns,CLOSED
FRD-001412,CLM-2026-005989,Multiple Claims Short Period,HIGH,2025-07-22,Claimant filed 8 claims within 84 days,CLOSED
FRD-001413,CLM-2026-005999,Phantom Damage,CRITICAL,2024-09-17,Claimed damage not consistent with incident type,CLOSED
FRD-001414,CLM-2026-005999,Phantom Damage,MEDIUM,2024-10-08,Claimed damage not consistent with incident type,CLOSED
FRD-001415,CLM-2026-006007,Policyholder Collusion,CRITICAL,2025-05-22,Evidence suggests coordination between parties,CLOSED
FRD-001416,CLM-2026-006014,Staged Accident Pattern,LOW,2025-03-16,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001417,CLM-2026-006024,Excessive Claim Amount,LOW,2025-11-10,"Claim amount $25,091.52 exceeds typical range by 79%",CLOSED
FRD-001418,CLM-2026-006024,Policyholder Collusion,CRITICAL,2025-10-27,Evidence suggests coordination between parties,CLOSED
FRD-001419,CLM-2026-006027,Staged Accident Pattern,HIGH,2024-01-02,Incident characteristics match known staged accident patterns,CLOSED
FRD-001420,CLM-2026-006027,Suspicious Timing,CRITICAL,2023-12-25,Claim filed 3 days after policy inception/modification,OPEN
FRD-001421,CLM-2026-006030,Phantom Damage,LOW,2025-10-14,Claimed damage not consistent with incident type,CONFIRMED
FRD-001422,CLM-2026-006030,Medical Bill Padding,LOW,2025-10-13,Medical bills inflated by estimated 68%,CLOSED
FRD-001423,CLM-2026-006030,Phantom Damage,MEDIUM,2025-09-26,Claimed damage not consistent with incident type,CONFIRMED
FRD-001424,CLM-2026-006032,Excessive Claim Amount,LOW,2025-10-18,"Claim amount $32,559.98 exceeds typical range by 103%",OPEN
FRD-001425,CLM-2026-006032,Inconsistent Documentation,HIGH,2025-10-19,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001426,CLM-2026-006039,Previous Fraud History,LOW,2023-05-27,Claimant has 2 previous fraud flags on record,CLOSED
FRD-001427,CLM-2026-006039,Suspicious Timing,LOW,2023-05-29,Claim filed 4 days after policy inception/modification,OPEN
FRD-001428,CLM-2026-006039,Witness Inconsistency,HIGH,2023-05-23,Witness statements contain conflicting information,OPEN
FRD-001429,CLM-2026-006046,Previous Fraud History,HIGH,2025-03-12,Claimant has 1 previous fraud flags on record,CLOSED
FRD-001430,CLM-2026-006046,Staged Accident Pattern,LOW,2025-03-07,Incident characteristics match known staged accident patterns,OPEN
FRD-001431,CLM-2026-006046,Medical Bill Padding,MEDIUM,2025-03-21,Medical bills inflated by estimated 92%,CLOSED
FRD-001432,CLM-2026-006047,Excessive Claim Amount,MEDIUM,2023-09-03,"Claim amount $26,658.70 exceeds typical range by 137%",OPEN
FRD-001433,CLM-2026-006050,Excessive Claim Amount,HIGH,2024-02-12,"Claim amount $47,999.92 exceeds typical range by 155%",OPEN
FRD-001434,CLM-2026-006059,Suspicious Timing,HIGH,2023-09-10,Claim filed 5 days after policy inception/modification,CONFIRMED
FRD-001435,CLM-2026-006065,Suspicious Timing,MEDIUM,2025-05-18,Claim filed 2 days after policy inception/modification,CLOSED
FRD-001436,CLM-2026-006068,Staged Accident Pattern,LOW,2025-07-12,Incident characteristics match known staged accident patterns,CLOSED
