policy_number,total_claims,total_amount_paid,avg_claim_amount,last_claim_date,first_claim_date,claims_trend,policy_type,fraud_claims_count
POL-2025-735,1,7067.77,7067.77,2024-05-13,2024-05-13,INSUFFICIENT_DATA,AUTO,0
POL-2020-476,1,0.0,322.66,2025-02-07,2025-02-07,INSUFFICIENT_DATA,AUTO,0
POL-2023-310,3,27051.87,9017.29,2024-10-05,2023-03-14,DECREASING,AUTO,1
POL-2023-517,3,147670.63,49223.54,2025-11-21,2024-05-06,INCREASING,AUTO,1
POL-2021-895,2,80895.63,40447.82,2023-05-11,2023-05-09,INSUFFICIENT_DATA,AUTO,0
POL-2021-622,1,26085.45,26085.45,2023-03-08,2023-03-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-605,2,2844.35,9722.84,2025-10-17,2024-05-28,INSUFFICIENT_DATA,AUTO,0
POL-2022-973,2,2459.92,7573.84,2025-11-26,2023-07-16,INSUFFICIENT_DATA,AUTO,0
POL-2023-394,1,0.0,47923.62,2024-06-22,2024-06-22,INSUFFICIENT_DATA,AUTO,0
POL-2023-899,3,47453.09,15817.7,2025-05-18,2023-05-01,DECREASING,AUTO,0
POL-2021-913,4,86422.46,36832.09,2025-07-18,2023-08-13,INCREASING,AUTO,1
POL-2024-016,1,9135.4,9135.4,2024-01-26,2024-01-26,INSUFFICIENT_DATA,AUTO,0
POL-2025-392,4,50562.06,23843.4,2025-12-26,2024-06-18,STABLE,AUTO,0
POL-2023-861,2,0.0,19821.14,2024-08-06,2023-02-17,INSUFFICIENT_DATA,AUTO,1
POL-2024-177,2,5817.29,18154.91,2025-05-25,2024-10-24,INSUFFICIENT_DATA,AUTO,0
POL-2023-228,1,600.86,600.86,2025-05-20,2025-05-20,INSUFFICIENT_DATA,AUTO,0
POL-2021-600,1,38973.68,38973.68,2024-05-11,2024-05-11,INSUFFICIENT_DATA,AUTO,0
POL-2025-213,3,20175.46,64699.18,2025-06-05,2024-06-30,INCREASING,AUTO,0
POL-2025-204,1,0.0,6827.49,2024-09-10,2024-09-10,INSUFFICIENT_DATA,AUTO,0
POL-2022-707,2,13437.11,39381.48,2025-12-10,2025-09-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-807,3,8128.79,5320.37,2025-07-24,2023-02-13,INCREASING,AUTO,0
POL-2022-222,1,24690.65,24690.65,2025-03-12,2025-03-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-665,1,11026.43,11026.43,2024-04-11,2024-04-11,INSUFFICIENT_DATA,AUTO,0
POL-2020-995,2,39022.14,24243.0,2025-07-31,2023-01-24,INSUFFICIENT_DATA,AUTO,1
POL-2022-223,4,3426.66,22547.78,2024-07-28,2023-07-15,INCREASING,AUTO,1
POL-2022-199,1,0.0,27697.71,2023-08-03,2023-08-03,INSUFFICIENT_DATA,AUTO,0
POL-2025-491,3,0.0,22449.21,2025-07-27,2024-12-03,STABLE,AUTO,0
POL-2022-039,2,0.0,8905.86,2025-08-17,2023-02-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-757,5,54952.21,24121.63,2025-10-26,2023-10-14,DECREASING,AUTO,1
POL-2025-131,1,1427.9,1427.9,2024-11-15,2024-11-15,INSUFFICIENT_DATA,AUTO,0
POL-2025-469,2,55627.45,38096.18,2025-11-03,2023-09-19,INSUFFICIENT_DATA,AUTO,1
POL-2024-627,3,0.0,33927.81,2024-11-28,2023-02-26,DECREASING,AUTO,0
POL-2024-440,3,15330.07,20647.97,2025-05-12,2023-05-10,DECREASING,AUTO,1
POL-2025-612,1,15798.52,15798.52,2024-04-27,2024-04-27,INSUFFICIENT_DATA,AUTO,0
POL-2021-665,3,0.0,17420.48,2025-09-23,2023-02-04,INCREASING,AUTO,0
POL-2023-395,1,35601.43,35601.43,2024-11-27,2024-11-27,INSUFFICIENT_DATA,AUTO,1
POL-2022-898,3,0.0,52550.47,2024-08-30,2023-08-24,DECREASING,AUTO,2
POL-2022-164,2,6023.37,8363.41,2024-12-19,2024-04-20,INSUFFICIENT_DATA,AUTO,0
POL-2020-599,1,0.0,13845.81,2025-11-10,2025-11-10,INSUFFICIENT_DATA,AUTO,0
POL-2024-551,4,22188.23,13624.02,2025-08-11,2023-01-31,DECREASING,AUTO,1
POL-2025-655,1,0.0,19729.54,2024-07-23,2024-07-23,INSUFFICIENT_DATA,AUTO,0
POL-2025-355,1,2935.39,2935.39,2024-08-14,2024-08-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-474,2,17297.7,11151.03,2023-12-17,2023-05-09,INSUFFICIENT_DATA,AUTO,0
POL-2025-178,2,0.0,18295.0,2024-07-30,2023-03-29,INSUFFICIENT_DATA,AUTO,0
POL-2020-405,2,2073.18,1514.92,2024-12-09,2024-11-02,INSUFFICIENT_DATA,AUTO,0
POL-2020-293,3,0.0,37474.76,2024-12-27,2024-01-11,DECREASING,AUTO,0
POL-2023-166,2,0.0,43933.52,2025-11-17,2025-10-31,INSUFFICIENT_DATA,AUTO,0
POL-2023-058,1,56828.0,56828.0,2024-10-16,2024-10-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-050,4,53183.64,14950.87,2025-06-03,2023-03-08,DECREASING,AUTO,0
POL-2020-969,4,62848.07,22437.39,2025-05-11,2023-04-01,INCREASING,AUTO,1
POL-2020-576,2,50522.73,25261.36,2025-05-31,2024-11-04,INSUFFICIENT_DATA,AUTO,0
POL-2024-901,1,9577.98,9577.98,2025-04-20,2025-04-20,INSUFFICIENT_DATA,AUTO,1
POL-2024-369,4,76523.64,38752.76,2025-11-06,2023-07-16,INCREASING,AUTO,0
POL-2024-247,2,57128.26,28564.13,2025-01-28,2023-02-01,INSUFFICIENT_DATA,AUTO,0
POL-2024-256,2,0.0,25304.74,2025-09-16,2023-11-24,INSUFFICIENT_DATA,AUTO,1
POL-2022-971,1,22326.52,22326.52,2024-06-20,2024-06-20,INSUFFICIENT_DATA,AUTO,0
POL-2020-672,3,5843.2,22380.58,2025-09-29,2024-08-31,DECREASING,AUTO,0
POL-2020-492,3,86232.45,43486.04,2025-07-14,2023-03-18,INCREASING,AUTO,1
POL-2025-060,1,42167.3,42167.3,2024-08-11,2024-08-11,INSUFFICIENT_DATA,AUTO,0
POL-2023-380,2,26352.08,13176.04,2025-08-05,2024-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2024-652,4,9230.83,59995.86,2025-01-01,2023-06-27,STABLE,AUTO,0
POL-2025-227,3,102137.4,34045.8,2024-12-26,2023-07-24,DECREASING,AUTO,0
POL-2024-473,1,6892.73,6892.73,2024-07-12,2024-07-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-904,1,52278.0,52278.0,2025-03-24,2025-03-24,INSUFFICIENT_DATA,AUTO,0
POL-2023-588,2,0.0,1641.8,2025-05-25,2023-01-15,INSUFFICIENT_DATA,AUTO,0
POL-2023-577,4,136636.82,42699.6,2025-05-21,2023-07-11,INCREASING,AUTO,0
POL-2022-604,1,0.0,161088.39,2025-02-11,2025-02-11,INSUFFICIENT_DATA,AUTO,0
POL-2023-486,1,2457.63,2457.63,2024-06-29,2024-06-29,INSUFFICIENT_DATA,AUTO,0
POL-2025-721,3,0.0,46171.37,2025-09-29,2023-08-16,DECREASING,AUTO,0
POL-2022-098,5,10654.02,30612.8,2025-07-23,2024-07-04,INCREASING,AUTO,0
POL-2023-910,2,0.0,18483.15,2026-01-03,2023-07-03,INSUFFICIENT_DATA,AUTO,0
POL-2022-960,1,0.0,62487.04,2024-09-16,2024-09-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-578,2,2269.66,7944.22,2024-10-23,2023-11-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-261,2,188319.17,176559.53,2024-04-20,2023-06-04,INSUFFICIENT_DATA,AUTO,0
POL-2021-154,1,35830.21,35830.21,2025-07-12,2025-07-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-216,3,0.0,15175.22,2025-07-19,2023-06-06,INCREASING,AUTO,0
POL-2020-709,2,0.0,75665.3,2025-04-05,2024-01-21,INSUFFICIENT_DATA,AUTO,0
POL-2022-597,1,38463.11,38463.11,2025-09-10,2025-09-10,INSUFFICIENT_DATA,AUTO,0
POL-2024-504,3,32949.49,33758.55,2024-04-26,2023-04-10,DECREASING,AUTO,1
POL-2022-144,4,63528.25,29588.41,2025-11-24,2024-03-26,STABLE,AUTO,0
POL-2022-574,2,10166.82,5083.41,2025-11-01,2025-09-25,INSUFFICIENT_DATA,AUTO,1
POL-2020-653,2,13408.77,15638.3,2023-10-10,2023-04-09,INSUFFICIENT_DATA,AUTO,0
POL-2021-035,4,43980.69,12597.42,2025-03-18,2023-10-03,INCREASING,AUTO,0
POL-2020-327,4,22737.95,14774.04,2025-05-29,2023-06-13,INCREASING,AUTO,1
POL-2021-270,1,94253.59,94253.59,2025-02-05,2025-02-05,INSUFFICIENT_DATA,AUTO,0
POL-2024-274,1,0.0,23371.84,2024-03-28,2024-03-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-934,2,4263.15,2131.57,2025-10-03,2025-08-08,INSUFFICIENT_DATA,AUTO,0
POL-2024-395,4,175508.05,44389.11,2025-08-13,2023-03-13,INCREASING,AUTO,0
POL-2020-128,2,0.0,48561.1,2025-07-16,2024-10-31,INSUFFICIENT_DATA,AUTO,0
POL-2021-455,3,9119.72,5596.21,2025-06-26,2023-01-15,STABLE,AUTO,0
POL-2024-088,3,0.0,3680.33,2025-07-30,2023-11-21,DECREASING,AUTO,2
POL-2021-047,3,54148.08,21805.31,2025-09-12,2023-12-30,DECREASING,AUTO,0
POL-2022-705,3,0.0,42883.71,2025-12-06,2024-10-02,DECREASING,AUTO,1
POL-2021-781,3,8473.1,6508.77,2025-11-28,2025-08-16,STABLE,AUTO,0
POL-2024-985,1,140712.64,140712.64,2023-09-13,2023-09-13,INSUFFICIENT_DATA,AUTO,0
POL-2020-805,2,7277.42,32276.47,2024-02-02,2023-11-14,INSUFFICIENT_DATA,AUTO,0
POL-2024-044,1,0.0,28226.03,2025-05-01,2025-05-01,INSUFFICIENT_DATA,AUTO,0
POL-2025-567,4,145094.94,44832.19,2025-12-06,2024-03-17,INCREASING,AUTO,0
POL-2021-824,4,46693.56,24343.86,2025-06-25,2023-07-03,STABLE,AUTO,1
POL-2022-390,4,85657.47,52564.25,2025-04-04,2024-02-21,INCREASING,AUTO,0
POL-2021-901,1,69878.84,69878.84,2024-04-11,2024-04-11,INSUFFICIENT_DATA,AUTO,0
POL-2025-648,3,263161.67,87720.56,2023-11-21,2023-04-27,DECREASING,AUTO,1
POL-2020-062,2,34652.04,17326.02,2024-05-23,2023-02-13,INSUFFICIENT_DATA,AUTO,0
POL-2022-344,2,13887.36,6943.68,2024-06-14,2024-05-16,INSUFFICIENT_DATA,AUTO,0
POL-2022-348,3,24480.8,42114.45,2025-09-24,2023-04-16,DECREASING,AUTO,0
POL-2025-678,2,0.0,9106.8,2024-11-19,2024-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-056,3,75027.7,36826.23,2024-03-17,2023-04-27,DECREASING,AUTO,1
POL-2020-475,1,0.0,37531.55,2023-07-11,2023-07-11,INSUFFICIENT_DATA,AUTO,0
POL-2020-441,3,63794.26,38655.72,2025-05-18,2023-07-29,INCREASING,AUTO,0
POL-2022-441,5,63399.42,20863.21,2025-03-15,2023-07-02,DECREASING,AUTO,1
POL-2022-730,4,71681.71,20440.62,2025-01-08,2023-06-04,DECREASING,AUTO,0
POL-2023-148,2,0.0,35076.25,2024-11-24,2024-05-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-343,2,0.0,3999.98,2024-01-19,2023-07-09,INSUFFICIENT_DATA,AUTO,1
POL-2022-146,2,0.0,64819.54,2025-02-06,2023-10-04,INSUFFICIENT_DATA,AUTO,1
POL-2024-330,2,21207.63,62342.48,2025-12-28,2024-03-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-627,3,12476.06,7110.39,2025-12-19,2023-06-04,DECREASING,AUTO,0
POL-2022-438,2,198950.05,99475.02,2024-11-13,2023-05-15,INSUFFICIENT_DATA,AUTO,0
POL-2024-350,1,39243.89,39243.89,2025-11-16,2025-11-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-426,4,2656.07,10774.65,2025-03-05,2023-12-22,INCREASING,AUTO,1
POL-2024-543,2,3998.38,10097.97,2025-09-23,2024-03-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-787,3,47501.98,27389.05,2024-02-27,2023-05-09,INCREASING,AUTO,0
POL-2024-722,1,0.0,26684.24,2025-03-30,2025-03-30,INSUFFICIENT_DATA,AUTO,1
POL-2020-365,2,0.0,20959.38,2025-08-06,2023-05-03,INSUFFICIENT_DATA,AUTO,1
POL-2025-789,2,2711.83,2408.64,2024-10-09,2023-03-27,INSUFFICIENT_DATA,AUTO,0
POL-2025-168,3,40032.7,21589.91,2025-08-16,2024-02-16,DECREASING,AUTO,0
POL-2025-106,4,140836.98,44503.66,2024-08-04,2023-07-31,INCREASING,AUTO,1
POL-2024-287,1,1202.42,1202.42,2023-05-11,2023-05-11,INSUFFICIENT_DATA,AUTO,0
POL-2021-466,2,0.0,2751.34,2025-02-22,2023-10-03,INSUFFICIENT_DATA,AUTO,0
POL-2024-282,2,7419.5,3916.54,2024-08-17,2023-08-05,INSUFFICIENT_DATA,AUTO,0
POL-2023-403,3,4184.52,3754.56,2025-04-30,2023-07-23,DECREASING,AUTO,0
POL-2021-053,2,9759.22,17743.72,2024-11-23,2023-05-09,INSUFFICIENT_DATA,AUTO,0
POL-2021-604,2,0.0,17536.82,2024-10-22,2024-10-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-790,2,8736.0,4368.0,2025-06-30,2023-02-24,INSUFFICIENT_DATA,AUTO,0
POL-2023-351,1,0.0,4204.51,2024-02-20,2024-02-20,INSUFFICIENT_DATA,AUTO,0
POL-2022-797,3,68645.81,32732.55,2025-09-16,2024-07-01,INCREASING,AUTO,1
POL-2020-551,1,0.0,27036.15,2023-07-05,2023-07-05,INSUFFICIENT_DATA,AUTO,0
POL-2025-669,1,0.0,3553.35,2026-01-09,2026-01-09,INSUFFICIENT_DATA,AUTO,0
POL-2021-046,2,61985.76,79210.63,2025-02-02,2024-03-15,INSUFFICIENT_DATA,AUTO,0
POL-2024-601,3,12149.06,24092.23,2024-05-30,2023-06-17,DECREASING,AUTO,1
POL-2022-511,3,75799.69,25266.56,2024-10-23,2024-03-15,DECREASING,AUTO,0
POL-2022-883,1,0.0,148007.59,2023-08-30,2023-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-238,2,54044.27,29171.56,2025-01-18,2023-09-20,INSUFFICIENT_DATA,AUTO,0
POL-2021-341,3,8582.05,10271.76,2025-04-01,2023-01-12,DECREASING,AUTO,0
POL-2023-256,1,37730.49,37730.49,2026-01-10,2026-01-10,INSUFFICIENT_DATA,AUTO,0
POL-2023-629,2,0.0,2402.66,2023-04-17,2023-03-03,INSUFFICIENT_DATA,AUTO,0
POL-2020-006,7,17199.59,7709.72,2025-11-28,2023-05-09,DECREASING,AUTO,3
POL-2021-359,2,5019.56,18620.98,2023-10-18,2023-03-16,INSUFFICIENT_DATA,AUTO,1
POL-2023-084,2,0.0,14612.88,2024-10-10,2023-11-17,INSUFFICIENT_DATA,AUTO,0
POL-2022-122,2,1701.45,17203.81,2024-01-18,2023-03-09,INSUFFICIENT_DATA,AUTO,1
POL-2024-569,4,146588.41,40096.07,2024-09-12,2023-06-26,DECREASING,AUTO,1
POL-2022-781,2,13086.93,12269.33,2025-09-24,2023-12-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-754,3,17475.24,24251.19,2025-05-31,2023-08-08,INCREASING,AUTO,0
POL-2020-473,2,0.0,40772.15,2023-11-16,2023-10-08,INSUFFICIENT_DATA,AUTO,1
POL-2020-903,4,98325.2,29619.14,2025-06-10,2023-07-25,INCREASING,AUTO,0
POL-2024-302,3,15849.06,10515.51,2024-11-12,2023-08-22,STABLE,AUTO,1
POL-2021-772,2,23013.2,25247.78,2024-12-24,2023-08-26,INSUFFICIENT_DATA,AUTO,0
POL-2020-833,2,0.0,33817.5,2023-09-03,2023-08-24,INSUFFICIENT_DATA,AUTO,0
POL-2023-978,2,12166.93,6083.46,2024-04-16,2023-03-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-225,1,0.0,1818.91,2025-01-04,2025-01-04,INSUFFICIENT_DATA,AUTO,0
POL-2021-042,3,27972.45,12437.6,2025-05-15,2023-08-21,INCREASING,AUTO,0
POL-2020-263,1,15093.74,15093.74,2025-06-15,2025-06-15,INSUFFICIENT_DATA,AUTO,0
POL-2021-006,2,20074.55,10037.28,2024-10-17,2023-05-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-104,1,0.0,111244.84,2024-10-20,2024-10-20,INSUFFICIENT_DATA,AUTO,0
POL-2023-656,1,14747.62,14747.62,2023-11-06,2023-11-06,INSUFFICIENT_DATA,AUTO,0
POL-2023-847,2,11171.43,47322.04,2023-12-29,2023-02-04,INSUFFICIENT_DATA,AUTO,0
POL-2025-084,4,47723.53,21483.56,2025-04-26,2023-08-11,DECREASING,AUTO,0
POL-2020-245,2,1191.54,5853.77,2025-11-27,2023-09-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-113,1,64800.57,64800.57,2023-09-30,2023-09-30,INSUFFICIENT_DATA,AUTO,0
POL-2025-961,4,57839.88,14459.97,2025-08-20,2024-08-11,STABLE,AUTO,0
POL-2024-238,1,22542.24,22542.24,2024-08-15,2024-08-15,INSUFFICIENT_DATA,AUTO,0
POL-2024-084,4,29344.15,15364.47,2025-10-11,2023-01-22,INCREASING,AUTO,0
POL-2023-204,1,15880.03,15880.03,2023-07-12,2023-07-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-886,2,0.0,50062.92,2025-09-06,2023-12-11,INSUFFICIENT_DATA,AUTO,0
POL-2023-215,2,0.0,16162.48,2025-06-25,2024-04-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-838,3,0.0,13267.75,2025-12-14,2024-03-28,STABLE,AUTO,1
POL-2022-589,4,70851.27,31990.31,2025-10-16,2023-05-18,INCREASING,AUTO,0
POL-2020-920,4,193244.41,48311.1,2025-10-03,2023-01-31,INCREASING,AUTO,1
POL-2020-544,3,7243.49,35738.74,2025-04-02,2024-04-16,DECREASING,AUTO,1
POL-2024-962,2,86562.65,44797.24,2024-05-24,2023-12-12,INSUFFICIENT_DATA,AUTO,0
POL-2024-805,1,11696.02,11696.02,2023-01-15,2023-01-15,INSUFFICIENT_DATA,AUTO,0
POL-2020-136,3,50748.41,25749.15,2024-11-23,2023-11-16,INCREASING,AUTO,0
POL-2022-731,1,0.0,23320.05,2023-04-13,2023-04-13,INSUFFICIENT_DATA,AUTO,0
POL-2025-725,1,0.0,40574.92,2024-12-10,2024-12-10,INSUFFICIENT_DATA,AUTO,0
POL-2025-536,2,37392.33,27338.24,2025-10-18,2024-04-24,INSUFFICIENT_DATA,AUTO,1
POL-2020-652,3,8598.62,24909.23,2025-01-25,2024-06-01,DECREASING,AUTO,0
POL-2025-286,1,10957.56,10957.56,2025-12-30,2025-12-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-537,2,0.0,16526.01,2025-11-19,2025-10-03,INSUFFICIENT_DATA,AUTO,1
POL-2020-130,4,57712.39,41436.44,2025-12-09,2023-10-18,DECREASING,AUTO,1
POL-2020-772,3,86292.47,56103.63,2025-04-03,2023-03-22,DECREASING,AUTO,0
POL-2022-392,2,67033.18,33516.59,2025-12-26,2023-02-28,INSUFFICIENT_DATA,AUTO,0
POL-2023-023,3,0.0,24504.74,2024-08-19,2023-02-01,DECREASING,AUTO,0
POL-2021-444,3,29980.17,21064.5,2025-07-07,2023-08-03,STABLE,AUTO,1
POL-2020-825,1,0.0,8321.46,2025-07-06,2025-07-06,INSUFFICIENT_DATA,AUTO,0
POL-2024-353,2,0.0,20330.3,2024-11-08,2023-08-01,INSUFFICIENT_DATA,AUTO,0
POL-2024-416,4,137052.76,45872.64,2025-06-12,2024-11-29,DECREASING,AUTO,1
POL-2022-507,2,0.0,2791.01,2025-08-04,2025-07-14,INSUFFICIENT_DATA,AUTO,0
POL-2024-396,1,0.0,332.78,2024-09-26,2024-09-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-770,4,69916.37,42741.25,2025-04-02,2023-01-26,INCREASING,AUTO,0
POL-2020-113,4,6876.81,12422.76,2025-12-18,2023-05-07,INCREASING,AUTO,1
POL-2020-847,2,80654.22,55286.8,2025-12-23,2024-11-07,INSUFFICIENT_DATA,AUTO,0
POL-2023-345,3,18525.45,6175.15,2025-05-13,2023-02-08,INCREASING,AUTO,0
POL-2022-562,2,79481.28,73794.56,2026-01-05,2023-11-27,INSUFFICIENT_DATA,AUTO,0
POL-2023-820,2,33814.1,54438.7,2024-10-26,2023-09-19,INSUFFICIENT_DATA,AUTO,0
POL-2020-255,3,25843.67,9406.89,2025-03-13,2023-05-18,INCREASING,AUTO,1
POL-2024-703,2,75498.74,37749.37,2025-03-19,2024-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2020-129,1,12463.03,12463.03,2024-02-16,2024-02-16,INSUFFICIENT_DATA,AUTO,1
POL-2020-648,2,0.0,18468.24,2024-07-25,2023-12-22,INSUFFICIENT_DATA,AUTO,0
POL-2022-944,2,7261.63,11971.01,2023-10-21,2023-02-27,INSUFFICIENT_DATA,AUTO,0
POL-2025-107,1,0.0,1875.06,2023-07-05,2023-07-05,INSUFFICIENT_DATA,AUTO,0
POL-2023-092,2,1382.46,13949.74,2023-12-18,2023-01-29,INSUFFICIENT_DATA,AUTO,0
POL-2024-130,2,4170.57,21309.27,2025-03-23,2024-12-07,INSUFFICIENT_DATA,AUTO,0
POL-2020-556,3,44109.62,21500.23,2025-11-24,2023-10-05,INCREASING,AUTO,0
POL-2024-359,1,0.0,2457.19,2023-12-16,2023-12-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-230,5,0.0,16488.13,2025-11-19,2024-01-09,DECREASING,AUTO,0
POL-2024-825,3,49048.45,36305.13,2025-11-24,2024-03-03,DECREASING,AUTO,0
POL-2023-167,1,0.0,2004.18,2023-03-27,2023-03-27,INSUFFICIENT_DATA,AUTO,0
POL-2021-435,3,23122.0,48349.02,2024-03-16,2023-12-06,DECREASING,AUTO,0
POL-2025-935,4,7962.3,10199.7,2025-12-30,2023-04-15,INCREASING,AUTO,0
POL-2024-890,1,0.0,8168.63,2024-09-29,2024-09-29,INSUFFICIENT_DATA,AUTO,0
POL-2022-802,2,40375.3,25139.5,2024-06-04,2024-04-06,INSUFFICIENT_DATA,AUTO,0
POL-2023-343,1,0.0,21601.62,2025-09-04,2025-09-04,INSUFFICIENT_DATA,AUTO,0
POL-2023-286,3,0.0,25274.43,2023-10-19,2023-02-11,DECREASING,AUTO,0
POL-2020-950,2,6554.98,15085.74,2025-11-16,2025-06-02,INSUFFICIENT_DATA,AUTO,0
POL-2021-127,3,0.0,8486.29,2024-08-30,2023-04-18,DECREASING,AUTO,0
POL-2025-885,4,117652.46,33272.67,2025-02-12,2023-04-09,INCREASING,AUTO,1
POL-2021-970,3,60028.97,24028.36,2025-04-26,2024-11-19,DECREASING,AUTO,1
POL-2023-154,3,105384.78,49707.66,2025-07-03,2024-06-25,INCREASING,AUTO,0
POL-2024-528,3,55407.3,24153.66,2025-06-10,2024-01-04,INCREASING,AUTO,0
POL-2025-033,4,42983.81,17764.23,2025-11-17,2023-05-16,DECREASING,AUTO,0
POL-2025-651,1,0.0,7048.49,2024-05-02,2024-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2022-354,2,60848.34,39496.32,2026-01-03,2024-06-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-886,3,40468.42,13489.47,2024-10-29,2024-04-05,INCREASING,AUTO,0
POL-2021-202,2,32607.02,16303.51,2025-05-31,2024-09-21,INSUFFICIENT_DATA,AUTO,0
POL-2023-174,1,0.0,26869.75,2026-01-06,2026-01-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-012,2,23683.82,11841.91,2025-11-20,2025-07-18,INSUFFICIENT_DATA,AUTO,0
POL-2025-996,1,51476.74,51476.74,2024-10-28,2024-10-28,INSUFFICIENT_DATA,AUTO,0
POL-2023-927,2,1988.17,42622.99,2024-12-24,2024-08-20,INSUFFICIENT_DATA,AUTO,0
POL-2025-432,2,123065.94,61532.97,2025-07-16,2024-02-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-951,2,13451.21,12092.02,2024-06-05,2023-04-11,INSUFFICIENT_DATA,AUTO,1
POL-2023-730,6,5772.86,10675.37,2025-11-18,2023-05-14,STABLE,AUTO,2
POL-2020-732,2,11822.99,10569.95,2025-07-13,2023-11-02,INSUFFICIENT_DATA,AUTO,1
POL-2025-473,2,0.0,14783.01,2025-06-03,2023-05-27,INSUFFICIENT_DATA,AUTO,0
POL-2022-846,1,18530.99,18530.99,2024-03-31,2024-03-31,INSUFFICIENT_DATA,AUTO,0
POL-2025-949,1,0.0,10275.84,2023-03-18,2023-03-18,INSUFFICIENT_DATA,AUTO,0
POL-2022-396,1,0.0,7191.57,2024-09-22,2024-09-22,INSUFFICIENT_DATA,AUTO,1
POL-2022-834,1,2213.62,2213.62,2024-06-03,2024-06-03,INSUFFICIENT_DATA,AUTO,0
POL-2024-032,5,108097.46,27087.81,2025-07-26,2023-05-03,INCREASING,AUTO,0
POL-2024-840,2,22320.48,15252.76,2024-12-14,2023-01-28,INSUFFICIENT_DATA,AUTO,1
POL-2021-425,1,0.0,122079.18,2025-02-01,2025-02-01,INSUFFICIENT_DATA,AUTO,0
POL-2024-082,1,8291.13,8291.13,2024-01-13,2024-01-13,INSUFFICIENT_DATA,AUTO,0
POL-2023-951,1,15324.75,15324.75,2025-10-25,2025-10-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-747,2,19441.91,10010.33,2024-11-11,2024-11-05,INSUFFICIENT_DATA,AUTO,0
POL-2021-883,2,78834.92,44298.62,2025-01-29,2023-09-07,INSUFFICIENT_DATA,AUTO,0
POL-2020-183,1,0.0,73258.83,2023-06-18,2023-06-18,INSUFFICIENT_DATA,AUTO,0
POL-2024-401,3,78930.57,46319.51,2024-12-05,2023-10-12,STABLE,AUTO,0
POL-2025-165,2,11438.25,8510.78,2025-01-26,2024-09-25,INSUFFICIENT_DATA,AUTO,1
POL-2021-583,2,0.0,49523.52,2023-06-20,2023-05-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-224,2,139486.49,69743.24,2025-08-11,2024-03-20,INSUFFICIENT_DATA,AUTO,0
POL-2024-905,2,35635.59,31161.53,2024-11-29,2023-10-03,INSUFFICIENT_DATA,AUTO,1
POL-2020-623,2,110083.23,55041.62,2025-08-10,2024-04-17,INSUFFICIENT_DATA,AUTO,0
POL-2025-257,1,8338.05,8338.05,2024-05-14,2024-05-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-125,3,44592.15,16466.4,2025-05-15,2023-06-19,INCREASING,AUTO,0
POL-2022-185,1,0.0,69681.14,2024-04-21,2024-04-21,INSUFFICIENT_DATA,AUTO,0
POL-2021-479,2,24273.87,13613.68,2025-11-04,2025-04-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-184,2,0.0,61546.4,2024-06-27,2024-05-17,INSUFFICIENT_DATA,AUTO,0
POL-2023-481,2,54352.02,27176.01,2025-03-20,2023-08-05,INSUFFICIENT_DATA,AUTO,0
POL-2025-141,6,28629.06,12905.94,2025-07-15,2023-01-30,DECREASING,AUTO,1
POL-2023-047,4,42331.34,52555.46,2025-07-13,2023-03-22,INCREASING,AUTO,1
POL-2020-749,3,0.0,49280.08,2025-07-31,2024-04-08,DECREASING,AUTO,1
